,Unnamed: 0,docname,challenge,reversecosine,reversecosine_z,doctype,insp_A,insp_type
973,973,community-initiative_I-243,community-initiative,-0.009518397,-0.443946084,I,Learn from Analogies,Analogies
974,974,community-initiative_I-244,community-initiative,-0.014303008999999997,-1.431711774,I,Surprise Us,Random
975,975,community-initiative_I-245,community-initiative,-0.002555929,0.993430262,I,Learn from Analogies,Analogies
976,976,community-initiative_I-246,community-initiative,-0.006573201999999999,0.164078838,I,Share Success Stories,Analogies
977,977,community-initiative_I-247,community-initiative,-0.016574991,-1.90075419,I,Surprise Us,Random
978,978,community-initiative_I-248,community-initiative,-0.018758323,-2.351495228,I,Share Success Stories,Analogies
979,979,community-initiative_I-249,community-initiative,-0.002120688,1.083284251,I,Get Active,Prototyping
980,980,community-initiative_I-250,community-initiative,-0.002582694,0.987904824,I,Surprise Us,Random
981,981,community-initiative_I-251,community-initiative,-0.008009012,-0.132338927,I,Share Success Stories,Analogies
982,982,community-initiative_I-252,community-initiative,-0.003624411,0.772846096,I,Share Success Stories,Analogies
983,983,community-initiative_I-253,community-initiative,-0.013580356000000002,-1.282522749,I,Share Success Stories,Analogies
984,984,community-initiative_I-254,community-initiative,-0.002549286,0.994801793,I,Share Success Stories,Analogies
985,985,community-initiative_I-255,community-initiative,-0.004406359,0.611415728,I,Learn from Analogies,Analogies
986,986,community-initiative_I-256,community-initiative,-0.005446736,0.396633665,I,Share Success Stories,Analogies
987,987,community-initiative_I-257,community-initiative,-0.002837276,0.935347294,I,Get Active,Prototyping
988,988,community-initiative_I-258,community-initiative,-0.007082045,0.059030097,I,Share Success Stories,Analogies
989,989,community-initiative_I-259,community-initiative,-0.016722078999999997,-1.931120105,I,Surprise Us,Random
990,990,community-initiative_I-260,community-initiative,-0.007695166999999998,-0.067546692,I,Share Success Stories,Analogies
991,991,community-initiative_I-261,community-initiative,-0.005472475,0.391319855,I,Get Active,Prototyping
992,992,community-initiative_I-262,community-initiative,-0.015560817,-1.6913817169999998,I,Surprise Us,Random
993,993,community-initiative_I-263,community-initiative,-0.007099538000000002,0.055418607,I,Share Success Stories,Analogies
994,994,community-initiative_I-264,community-initiative,-0.001661075,1.178169649,I,Share Success Stories,Analogies
995,995,community-initiative_I-265,community-initiative,-0.006238304,0.233217361,I,Surprise Us,Random
996,996,community-initiative_I-266,community-initiative,-0.001996198,1.108984712,I,Surprise Us,Random
997,997,community-initiative_I-267,community-initiative,-0.004510242,0.5899693770000001,I,Learn from Analogies,Analogies
998,998,community-initiative_I-268,community-initiative,-0.01071555,-0.6910938759999999,I,Learn from Analogies,Analogies
999,999,community-initiative_I-269,community-initiative,-0.002397452,1.026147353,I,Surprise Us,Random
1000,1000,community-initiative_I-270,community-initiative,-0.012457042,-1.050618554,I,Host an Interview,Empathy
1001,1001,community-initiative_I-271,community-initiative,-0.004757142,0.538997762,I,Learn from Analogies,Analogies
1002,1002,e-waste_A_challengebrief,e-waste,,,A,,NaN
1003,1003,e-waste_C-001,e-waste,-0.03291567,-1.089284397,C,,NaN
1004,1004,e-waste_C-002,e-waste,-0.033961242,-1.185531179,C,,NaN
1005,1005,e-waste_C-003,e-waste,-0.01218007,0.819465353,C,,NaN
1006,1006,e-waste_C-004,e-waste,-0.014139934,0.6390563570000001,C,,NaN
1007,1007,e-waste_C-005,e-waste,-0.027094991,-0.55348023,C,,NaN
1008,1008,e-waste_C-006,e-waste,-0.024711257,-0.334053212,C,,NaN
1009,1009,e-waste_C-007,e-waste,-0.009231479,1.090888599,C,,NaN
1010,1010,e-waste_C-008,e-waste,-0.022544118,-0.134564077,C,,NaN
1011,1011,e-waste_C-009,e-waste,-0.013256938,0.720337685,C,,NaN
1012,1012,e-waste_C-010,e-waste,-0.014100465,0.642689566,C,,NaN
1013,1013,e-waste_C-011,e-waste,-0.026450821,-0.494183267,C,,NaN
1014,1014,e-waste_C-012,e-waste,-0.015572212,0.5072125670000001,C,,NaN
1015,1015,e-waste_C-013,e-waste,-0.016229351,0.446721666,C,,NaN
1016,1016,e-waste_C-014,e-waste,-0.014923119,0.566962747,C,,NaN
1017,1017,e-waste_C-015,e-waste,-0.022206916,-0.103524049,C,,NaN
1018,1018,e-waste_C-016,e-waste,-0.017364415,0.342236979,C,,NaN
1019,1019,e-waste_C-017,e-waste,-0.012919278,0.751419988,C,,NaN
1020,1020,e-waste_C-018,e-waste,-0.022059937,-0.08999437800000001,C,,NaN
1021,1021,e-waste_C-019,e-waste,-0.042381594,-1.960639976,C,,NaN
1022,1022,e-waste_C-020,e-waste,-0.018450615,0.24225028,C,,NaN
1023,1023,e-waste_C-021,e-waste,-0.018383061000000003,0.248468758,C,,NaN
1024,1024,e-waste_C-022,e-waste,-0.042812052,-2.000264419,C,,NaN
1025,1025,e-waste_C-023,e-waste,-0.016374172,0.433390636,C,,NaN
1026,1026,e-waste_C-024,e-waste,-0.025176445,-0.376874623,C,,NaN
1027,1027,e-waste_C-025,e-waste,-0.028898279,-0.7194762290000001,C,,NaN
1028,1028,e-waste_C-026,e-waste,-0.015550568,0.509204931,C,,NaN
1029,1029,e-waste_C-027,e-waste,-0.052233823,-2.867555604,C,,NaN
1030,1030,e-waste_C-028,e-waste,-0.033777289,-1.168598015,C,,NaN
1031,1031,e-waste_C-029,e-waste,-0.018779455,0.211979986,C,,NaN
1032,1032,e-waste_C-030,e-waste,-0.036005211,-1.373682277,C,,NaN
1033,1033,e-waste_C-031,e-waste,-0.052848473,-2.9241351860000004,C,,NaN
1034,1034,e-waste_C-032,e-waste,-0.012717333,0.770009305,C,,NaN
1035,1035,e-waste_C-033,e-waste,-0.018660646,0.22291659,C,,NaN
1036,1036,e-waste_C-034,e-waste,-0.008658903,1.143595232,C,,NaN
1037,1037,e-waste_C-035,e-waste,-0.033237101,-1.118872653,C,,NaN
1038,1038,e-waste_C-036,e-waste,-0.020321954,0.069990118,C,,NaN
1039,1039,e-waste_C-037,e-waste,-0.024938328,-0.354955521,C,,NaN
1040,1040,e-waste_C-038,e-waste,-0.008372256,1.16998158,C,,NaN
1041,1041,e-waste_C-039,e-waste,-0.034418274,-1.227601863,C,,NaN
1042,1042,e-waste_C-040,e-waste,-0.033730286,-1.164271303,C,,NaN
1043,1043,e-waste_C-041,e-waste,-0.002274065,1.731331241,C,,NaN
1044,1044,e-waste_C-042,e-waste,-0.02857115,-0.6893633790000001,C,,NaN
1045,1045,e-waste_C-043,e-waste,-0.020193799,0.081787003,C,,NaN
1046,1046,e-waste_C-044,e-waste,-0.0218373,-0.06950026,C,,NaN
1047,1047,e-waste_C-045,e-waste,-0.018021422,0.281758267,C,,NaN
1048,1048,e-waste_C-046,e-waste,-0.031537585,-0.962429164,C,,NaN
1049,1049,e-waste_C-047,e-waste,-0.020897614,0.016999553,C,,NaN
1050,1050,e-waste_C-048,e-waste,-0.013805393,0.669851477,C,,NaN
1051,1051,e-waste_C-049,e-waste,-0.018867217,0.203901334,C,,NaN
1052,1052,e-waste_C-050,e-waste,-0.018876038,0.203089355,C,,NaN
1053,1053,e-waste_C-051,e-waste,-0.010727057,0.953217907,C,,NaN
1054,1054,e-waste_C-052,e-waste,-0.019749178,0.122715177,C,,NaN
1055,1055,e-waste_C-053,e-waste,-0.024441531,-0.309224406,C,,NaN
1056,1056,e-waste_C-054,e-waste,-0.018364879,0.250142467,C,,NaN
1057,1057,e-waste_C-055,e-waste,-0.01476737,0.5812996770000001,C,,NaN
1058,1058,e-waste_C-056,e-waste,-0.028618078,-0.69368322,C,,NaN
1059,1059,e-waste_C-057,e-waste,-0.025928712000000003,-0.4461221520000001,C,,NaN
1060,1060,e-waste_C-058,e-waste,-0.036392692,-1.409350624,C,,NaN
1061,1061,e-waste_C-059,e-waste,-0.035017259,-1.282739466,C,,NaN
1062,1062,e-waste_C-060,e-waste,-0.02629847,-0.480159082,C,,NaN
1063,1063,e-waste_C-061,e-waste,-0.021544881,-0.042582551,C,,NaN
1064,1064,e-waste_C-062,e-waste,-0.010882787,0.93888262,C,,NaN
1065,1065,e-waste_C-063,e-waste,-0.007075383,1.289361166,C,,NaN
1066,1066,e-waste_C-064,e-waste,-0.01465162,0.59195473,C,,NaN
1067,1067,e-waste_C-065,e-waste,-0.01970778,0.126525941,C,,NaN
1068,1068,e-waste_C-066,e-waste,-0.013411538,0.7061065390000001,C,,NaN
1069,1069,e-waste_C-067,e-waste,-0.025715479,-0.426493685,C,,NaN
1070,1070,e-waste_C-068,e-waste,-0.027702472,-0.6093999729999999,C,,NaN
1071,1071,e-waste_C-069,e-waste,-0.018388908,0.247930562,C,,NaN
1072,1072,e-waste_C-070,e-waste,-0.029608498,-0.7848531470000001,C,,NaN
1073,1073,e-waste_C-071,e-waste,-0.018424198,0.244682015,C,,NaN
1074,1074,e-waste_C-072,e-waste,-0.011321382,0.8985091690000001,C,,NaN
1075,1075,e-waste_C-073,e-waste,-0.015238798,0.537903947,C,,NaN
1076,1076,e-waste_C-074,e-waste,-0.021744138,-0.060924521,C,,NaN
1077,1077,e-waste_C-075,e-waste,-0.037621598,-1.522473669,C,,NaN
1078,1078,e-waste_C-076,e-waste,-0.039978012,-1.739385814,C,,NaN
1079,1079,e-waste_C-077,e-waste,-0.0269043,-0.535926828,C,,NaN
1080,1080,e-waste_C-078,e-waste,-0.020261265,0.075576673,C,,NaN
1081,1081,e-waste_C-079,e-waste,-0.00189104,1.766589337,C,,NaN
1082,1082,e-waste_C-080,e-waste,-0.017607069,0.31990028,C,,NaN
1083,1083,e-waste_C-081,e-waste,-0.014344102,0.6202623420000001,C,,NaN
1084,1084,e-waste_C-082,e-waste,-0.025327262000000003,-0.390757628,C,,NaN
1085,1085,e-waste_C-083,e-waste,-0.011475102,0.884359006,C,,NaN
1086,1086,e-waste_C-084,e-waste,-0.031466114,-0.955850143,C,,NaN
1087,1087,e-waste_C-085,e-waste,-0.020843853,0.021948343,C,,NaN
1088,1088,e-waste_C-086,e-waste,-0.014371435,0.617746249,C,,NaN
1089,1089,e-waste_C-087,e-waste,-0.028094351,-0.645473166,C,,NaN
1090,1090,e-waste_C-088,e-waste,-0.015571006,0.507323579,C,,NaN
1091,1091,e-waste_C-089,e-waste,-0.023465488,-0.219377949,C,,NaN
1092,1092,e-waste_C-090,e-waste,-0.012538683,0.7864543740000001,C,,NaN
1093,1093,e-waste_C-091,e-waste,-0.015920587,0.475143971,C,,NaN
1094,1094,e-waste_C-092,e-waste,-0.017846884,0.297824854,C,,NaN
1095,1095,e-waste_C-093,e-waste,-0.01237524,0.801499647,C,,NaN
1096,1096,e-waste_C-094,e-waste,-0.009814231,1.037245203,C,,NaN
1097,1097,e-waste_C-095,e-waste,-0.017555134,0.32468093800000003,C,,NaN
1098,1098,e-waste_C-096,e-waste,-0.026605288,-0.5084022029999999,C,,NaN
1099,1099,e-waste_C-097,e-waste,-0.036154498,-1.387424384,C,,NaN
1100,1100,e-waste_C-098,e-waste,-0.039483442,-1.693859741,C,,NaN
1101,1101,e-waste_C-099,e-waste,-0.034825801,-1.265115428,C,,NaN
1102,1102,e-waste_C-100,e-waste,-0.024233931,-0.290114445,C,,NaN
1103,1103,e-waste_C-101,e-waste,-0.029481038,-0.773120266,C,,NaN
1104,1104,e-waste_C-102,e-waste,-0.014263441000000003,0.627687319,C,,NaN
1105,1105,e-waste_C-103,e-waste,-0.032919257,-1.089614535,C,,NaN
1106,1106,e-waste_C-104,e-waste,-0.027294153,-0.571813466,C,,NaN
1107,1107,e-waste_C-105,e-waste,-0.01417904,0.635456597,C,,NaN
1108,1108,e-waste_C-106,e-waste,-0.014488554,0.60696523,C,,NaN
1109,1109,e-waste_I-001,e-waste,-0.024127853,-0.280349838,I,Surprise Us,Random
1110,1110,e-waste_I-002,e-waste,-0.026920637,-0.537430673,I,Get Active,Prototyping
1111,1111,e-waste_I-003,e-waste,-0.011455717,0.8861433959999999,I,Understand E-Waste,ProblemUnderstanding
1112,1112,e-waste_I-004,e-waste,-0.021322864,-0.022145465,I,Understand E-Waste,ProblemUnderstanding
1113,1113,e-waste_I-005,e-waste,-0.00587651,1.3997195930000002,I,Surprise Us,Random
1114,1114,e-waste_I-006,e-waste,-0.028533618,-0.6859085340000001,I,Get Active,Prototyping
1115,1115,e-waste_I-007,e-waste,-0.03702424,-1.467485744,I,Understand E-Waste,ProblemUnderstanding
1116,1116,e-waste_I-008,e-waste,-0.021964609,-0.08121922200000001,I,Surprise Us,Random
1117,1117,e-waste_I-009,e-waste,-0.031672844,-0.974880021,I,Understand E-Waste,ProblemUnderstanding
1118,1118,e-waste_I-010,e-waste,-0.006199646,1.3699743290000002,I,Surprise Us,Random
1119,1119,e-waste_I-011,e-waste,-0.03914866,-1.663042483,I,Understand E-Waste,ProblemUnderstanding
1120,1120,e-waste_I-012,e-waste,-0.003504002,1.618113217,I,Understand E-Waste,ProblemUnderstanding
1121,1121,e-waste_I-013,e-waste,-0.025974227000000003,-0.450311945,I,Understand E-Waste,ProblemUnderstanding
1122,1122,e-waste_I-014,e-waste,-0.012741741,0.767762588,I,Surprise Us,Random
1123,1123,e-waste_I-015,e-waste,-0.006313017,1.359538318,I,Learn from Analogies,Analogies
1124,1124,e-waste_I-016,e-waste,-0.023511758,-0.223637099,I,Understand E-Waste,ProblemUnderstanding
1125,1125,e-waste_I-017,e-waste,-0.01315404,0.7298096740000001,I,Understand E-Waste,ProblemUnderstanding
1126,1126,e-waste_I-018,e-waste,-0.023054887000000003,-0.181581361,I,Learn from Analogies,Analogies
1127,1127,e-waste_I-019,e-waste,-0.025707227000000003,-0.425734037,I,Understand E-Waste,ProblemUnderstanding
1128,1128,e-waste_I-020,e-waste,-0.045582514000000005,-2.255290497,I,Understand E-Waste,ProblemUnderstanding
1129,1129,e-waste_I-021,e-waste,-0.030575589,-0.873875638,I,Understand E-Waste,ProblemUnderstanding
1130,1130,e-waste_I-022,e-waste,-0.006784487,1.316138657,I,Learn from Analogies,Analogies
1131,1131,e-waste_I-023,e-waste,-0.018169654,0.26811323600000003,I,Learn from Analogies,Analogies
1132,1132,e-waste_I-024,e-waste,-0.016889121,0.385988669,I,Understand E-Waste,ProblemUnderstanding
1133,1133,e-waste_I-025,e-waste,-0.026179728,-0.469228676,I,Understand E-Waste,ProblemUnderstanding
1134,1134,e-waste_I-026,e-waste,-0.006374886999999999,1.35384307,I,Understand E-Waste,ProblemUnderstanding
1135,1135,e-waste_I-027,e-waste,-0.026061212,-0.458318996,I,Surprise Us,Random
1136,1136,e-waste_I-028,e-waste,-0.008502539,1.157988828,I,Learn from Analogies,Analogies
1137,1137,e-waste_I-029,e-waste,-0.002888047,1.674813038,I,Understand E-Waste,ProblemUnderstanding
1138,1138,e-waste_I-030,e-waste,-0.009376758,1.077515348,I,Understand E-Waste,ProblemUnderstanding
1139,1139,e-waste_I-031,e-waste,-0.017424013999999998,0.33675079,I,Learn from Analogies,Analogies
1140,1140,e-waste_I-032,e-waste,-0.027750921,-0.6138598000000001,I,Surprise Us,Random
1141,1141,e-waste_I-033,e-waste,-0.014148284,0.638287707,I,Understand E-Waste,ProblemUnderstanding
1142,1142,e-waste_I-034,e-waste,-0.005540866,1.430616235,I,Learn from Analogies,Analogies
1143,1143,e-waste_I-035,e-waste,-0.038747324,-1.6260987340000002,I,Understand E-Waste,ProblemUnderstanding
1144,1144,e-waste_I-036,e-waste,-0.023015187000000003,-0.177926848,I,Understand E-Waste,ProblemUnderstanding
1145,1145,e-waste_I-037,e-waste,-0.01784948,0.297585833,I,Understand E-Waste,ProblemUnderstanding
1146,1146,e-waste_I-038,e-waste,-0.007022071,1.29426864,I,Understand E-Waste,ProblemUnderstanding
1147,1147,e-waste_I-039,e-waste,-0.015100982,0.550590099,I,Understand E-Waste,ProblemUnderstanding
1148,1148,e-waste_I-040,e-waste,-0.009250475,1.089139982,I,Learn from Analogies,Analogies
1149,1149,e-waste_I-041,e-waste,-0.009106754,1.102369685,I,Surprise Us,Random
1150,1150,e-waste_I-042,e-waste,-0.011789912,0.85538011,I,Understand E-Waste,ProblemUnderstanding
1151,1151,e-waste_I-043,e-waste,-0.022069714,-0.090894357,I,Get Active,Prototyping
1152,1152,e-waste_I-044,e-waste,-0.016958354,0.379615653,I,Understand E-Waste,ProblemUnderstanding
1153,1153,e-waste_I-045,e-waste,-0.021054579,0.002550665,I,Surprise Us,Random
1154,1154,e-waste_I-046,e-waste,-0.024684407,-0.331581597,I,Understand E-Waste,ProblemUnderstanding
1155,1155,e-waste_I-047,e-waste,-0.01837876,0.248864679,I,Understand E-Waste,ProblemUnderstanding
1156,1156,e-waste_I-048,e-waste,-0.002357291,1.7236701330000002,I,Learn from Analogies,Analogies
1157,1157,e-waste_I-049,e-waste,-0.016910792,0.383993826,I,Understand E-Waste,ProblemUnderstanding
1158,1158,e-waste_I-050,e-waste,-0.028655382000000007,-0.6971170640000001,I,Learn from Analogies,Analogies
1159,1159,e-waste_I-051,e-waste,-0.03649134,-1.418431332,I,Understand E-Waste,ProblemUnderstanding
1160,1160,e-waste_I-052,e-waste,-0.025084405,-0.3684021320000001,I,Surprise Us,Random
1161,1161,e-waste_I-053,e-waste,-0.023081341,-0.184016472,I,Understand E-Waste,ProblemUnderstanding
1162,1162,e-waste_I-054,e-waste,-0.023713946,-0.242248947,I,Surprise Us,Random
1163,1163,e-waste_I-055,e-waste,-0.032018314,-1.006681162,I,Understand E-Waste,ProblemUnderstanding
1164,1164,e-waste_I-056,e-waste,-0.027370105,-0.5788050379999999,I,Surprise Us,Random
1165,1165,e-waste_I-057,e-waste,-0.025925517,-0.445828058,I,Understand E-Waste,ProblemUnderstanding
1166,1166,e-waste_I-058,e-waste,-0.036335575,-1.404092906,I,Understand E-Waste,ProblemUnderstanding
1167,1167,e-waste_I-059,e-waste,-0.049776149000000006,-2.641322167,I,Understand E-Waste,ProblemUnderstanding
1168,1168,e-waste_I-060,e-waste,-0.032457625,-1.047120481,I,Understand E-Waste,ProblemUnderstanding
1169,1169,e-waste_I-061,e-waste,-0.035934809,-1.3672016000000002,I,Surprise Us,Random
1170,1170,e-waste_I-062,e-waste,-0.035857508,-1.3600859719999998,I,Understand E-Waste,ProblemUnderstanding
1171,1171,e-waste_I-063,e-waste,-0.029202303,-0.7474622240000001,I,Surprise Us,Random
1172,1172,e-waste_I-064,e-waste,-0.017638792,0.31698008,I,Learn from Analogies,Analogies
1173,1173,e-waste_I-065,e-waste,-0.025750292,-0.429698308,I,Learn from Analogies,Analogies
1174,1174,e-waste_I-066,e-waste,-0.012537834,0.78653256,I,Surprise Us,Random
1175,1175,e-waste_I-067,e-waste,-0.010439037,0.979730648,I,Understand E-Waste,ProblemUnderstanding
1176,1176,e-waste_I-068,e-waste,-0.019059449,0.186206044,I,Understand E-Waste,ProblemUnderstanding
1177,1177,e-waste_I-069,e-waste,-0.031557758,-0.96428612,I,Surprise Us,Random
1178,1178,e-waste_I-070,e-waste,-0.018827539,0.207553786,I,Learn from Analogies,Analogies
1179,1179,e-waste_I-071,e-waste,-0.025290886,-0.387409098,I,Understand E-Waste,ProblemUnderstanding
1180,1180,e-waste_I-072,e-waste,-0.010783291,0.948041419,I,Surprise Us,Random
1181,1181,e-waste_I-073,e-waste,-0.023904439,-0.259784151,I,Surprise Us,Random
1182,1182,e-waste_I-074,e-waste,-0.031906947000000005,-0.996429581,I,Surprise Us,Random
1183,1183,e-waste_I-075,e-waste,-0.01310907,0.7339492540000001,I,Surprise Us,Random
1184,1184,e-waste_I-076,e-waste,-0.002171517,1.7407709340000002,I,Understand E-Waste,ProblemUnderstanding
1185,1185,e-waste_I-077,e-waste,-0.015130085,0.547911174,I,Understand E-Waste,ProblemUnderstanding
1186,1186,e-waste_I-078,e-waste,-0.015028332,0.557277649,I,Understand E-Waste,ProblemUnderstanding
1187,1187,e-waste_I-079,e-waste,-0.011094751000000002,0.91937099,I,Surprise Us,Random
1188,1188,e-waste_I-080,e-waste,-0.010800687,0.946440126,I,Learn from Analogies,Analogies
1189,1189,e-waste_I-081,e-waste,-0.008831816999999999,1.127678147,I,Understand E-Waste,ProblemUnderstanding
1190,1190,e-waste_I-082,e-waste,-0.026934587000000003,-0.538714781,I,Understand E-Waste,ProblemUnderstanding
1191,1191,e-waste_I-083,e-waste,-0.003191133,1.646913457,I,Understand E-Waste,ProblemUnderstanding
1192,1192,e-waste_I-084,e-waste,-0.00984915,1.034030825,I,Learn from Analogies,Analogies
1193,1193,e-waste_I-085,e-waste,-0.031154916,-0.927203781,I,Understand E-Waste,ProblemUnderstanding
1194,1194,e-waste_I-086,e-waste,-0.023608029,-0.232499101,I,Understand E-Waste,ProblemUnderstanding
1195,1195,e-waste_I-087,e-waste,-0.030918101,-0.905404508,I,Understand E-Waste,ProblemUnderstanding
1196,1196,e-waste_I-088,e-waste,-0.0143651,0.6183293910000001,I,Learn from Analogies,Analogies
1197,1197,e-waste_I-089,e-waste,-0.012660982,0.775196553,I,Understand E-Waste,ProblemUnderstanding
1198,1198,e-waste_I-090,e-waste,-0.01015394,1.0059743840000002,I,Learn from Analogies,Analogies
1199,1199,e-waste_I-091,e-waste,-0.008998487,1.11233586,I,Learn from Analogies,Analogies
1200,1200,e-waste_I-092,e-waste,-0.022139341,-0.097303659,I,Understand E-Waste,ProblemUnderstanding
1201,1201,e-waste_I-093,e-waste,-0.012602696000000002,0.780561877,I,Get Active,Prototyping
1202,1202,e-waste_I-094,e-waste,-0.023143955,-0.18978018,I,Learn from Analogies,Analogies
1203,1203,e-waste_I-095,e-waste,-0.021669715,-0.054073771,I,Understand E-Waste,ProblemUnderstanding
1204,1204,e-waste_I-096,e-waste,-0.019876515,0.110993572,I,Understand E-Waste,ProblemUnderstanding
1205,1205,e-waste_I-097,e-waste,-0.023318539,-0.20585096,I,Understand E-Waste,ProblemUnderstanding
1206,1206,e-waste_I-098,e-waste,-0.018432816,0.243888678,I,Surprise Us,Random
1207,1207,e-waste_I-099,e-waste,-0.034557964,-1.240460582,I,Learn from Analogies,Analogies
1208,1208,e-waste_I-100,e-waste,-0.016626256000000002,0.410185906,I,Understand E-Waste,ProblemUnderstanding
1209,1209,e-waste_I-101,e-waste,-0.020735708,0.031903318,I,Understand E-Waste,ProblemUnderstanding
1210,1210,e-waste_I-102,e-waste,-0.011505015,0.881605423,I,Learn from Analogies,Analogies
1211,1211,e-waste_I-103,e-waste,-0.015082497,0.552291705,I,Learn from Analogies,Analogies
1212,1212,e-waste_I-104,e-waste,-0.024649519,-0.32837013600000003,I,Learn from Analogies,Analogies
1213,1213,e-waste_I-105,e-waste,-0.024423752000000003,-0.307587855,I,Understand E-Waste,ProblemUnderstanding
1214,1214,e-waste_I-106,e-waste,-0.025698979,-0.42497482,I,Surprise Us,Random
1215,1215,e-waste_I-107,e-waste,-0.005426357,1.441157023,I,Learn from Analogies,Analogies
1216,1216,e-waste_I-108,e-waste,-0.005067505,1.474189936,I,Surprise Us,Random
1217,1217,e-waste_I-109,e-waste,-0.039833268,-1.726061888,I,Understand E-Waste,ProblemUnderstanding
1218,1218,e-waste_I-110,e-waste,-0.010563314,0.968290754,I,Get Active,Prototyping
1219,1219,e-waste_I-111,e-waste,-0.012906341000000002,0.752610791,I,Learn from Analogies,Analogies
1220,1220,e-waste_I-112,e-waste,-0.008454726999999999,1.162389979,I,Surprise Us,Random
1221,1221,e-waste_I-113,e-waste,-0.023568836,-0.228891287,I,Learn from Analogies,Analogies
1222,1222,e-waste_I-114,e-waste,-0.023626777,-0.234224844,I,Surprise Us,Random
1223,1223,e-waste_I-115,e-waste,-0.006886268,1.306769483,I,Get Active,Prototyping
1224,1224,e-waste_I-116,e-waste,-0.01715124,0.361860148,I,Surprise Us,Random
1225,1225,e-waste_I-117,e-waste,-0.011451208,0.886558434,I,Learn from Analogies,Analogies
1226,1226,e-waste_I-118,e-waste,-0.026335129,-0.483533625,I,Understand E-Waste,ProblemUnderstanding
1227,1227,e-waste_I-119,e-waste,-0.015945426000000002,0.472857469,I,Understand E-Waste,ProblemUnderstanding
1228,1228,e-waste_I-120,e-waste,-0.015913708999999998,0.475777109,I,Understand E-Waste,ProblemUnderstanding
1229,1229,e-waste_I-121,e-waste,-0.021069582000000003,0.001169567,I,Surprise Us,Random
1230,1230,e-waste_I-122,e-waste,-0.011558659,0.876667372,I,Surprise Us,Random
1231,1231,e-waste_I-123,e-waste,-0.0015718129999999998,1.795974804,I,Understand E-Waste,ProblemUnderstanding
1232,1232,e-waste_I-124,e-waste,-0.032191684,-1.022640126,I,Understand E-Waste,ProblemUnderstanding
1233,1233,e-waste_I-125,e-waste,-0.021696848,-0.05657139,I,Learn from Analogies,Analogies
1234,1234,e-waste_I-126,e-waste,-0.005494306,1.434902155,I,Understand E-Waste,ProblemUnderstanding
1235,1235,e-waste_I-127,e-waste,-0.011700671,0.863594926,I,Surprise Us,Random
1236,1236,e-waste_I-128,e-waste,-0.025166827000000003,-0.37598928,I,Understand E-Waste,ProblemUnderstanding
1237,1237,e-waste_I-129,e-waste,-0.023175363,-0.192671344,I,Understand E-Waste,ProblemUnderstanding
1238,1238,e-waste_I-130,e-waste,-0.019264334,0.167345971,I,Surprise Us,Random
1239,1239,e-waste_I-131,e-waste,-0.011220752,0.907772341,I,Surprise Us,Random
1240,1240,e-waste_I-132,e-waste,-0.012710755,0.770614877,I,Learn from Analogies,Analogies
1241,1241,e-waste_I-133,e-waste,-0.026335609,-0.483577768,I,Surprise Us,Random
1242,1242,e-waste_I-134,e-waste,-0.020810692,0.025000865,I,Understand E-Waste,ProblemUnderstanding
1243,1243,e-waste_I-135,e-waste,-0.022396228,-0.120950552,I,Understand E-Waste,ProblemUnderstanding
1244,1244,e-waste_I-136,e-waste,-0.025209626,-0.379928952,I,Understand E-Waste,ProblemUnderstanding
1245,1245,e-waste_I-137,e-waste,-0.022290567,-0.111224297,I,Understand E-Waste,ProblemUnderstanding
1246,1246,e-waste_I-138,e-waste,-0.00963955,1.053324904,I,Understand E-Waste,ProblemUnderstanding
1247,1247,e-waste_I-139,e-waste,-0.029812057000000006,-0.8035911170000001,I,Understand E-Waste,ProblemUnderstanding
1248,1248,e-waste_I-140,e-waste,-0.010042872,1.016198317,I,Surprise Us,Random
1249,1249,e-waste_I-141,e-waste,-0.02129803,-0.019859481,I,Understand E-Waste,ProblemUnderstanding
1250,1250,e-waste_I-142,e-waste,-0.018066302,0.277626997,I,Host an Interview,Empathy
1251,1251,e-waste_I-143,e-waste,-0.042512155,-1.97265832,I,Surprise Us,Random
1252,1252,e-waste_I-144,e-waste,-0.032097751,-1.013993453,I,Host an Interview,Empathy
1253,1253,e-waste_I-145,e-waste,-0.011357965,0.895141657,I,Surprise Us,Random
1254,1254,e-waste_I-146,e-waste,-0.00170658,1.783569235,I,Learn from Analogies,Analogies
1255,1255,e-waste_I-147,e-waste,-0.02704234,-0.548633677,I,Understand E-Waste,ProblemUnderstanding
1256,1256,e-waste_I-148,e-waste,-0.02361239,-0.232900547,I,Understand E-Waste,ProblemUnderstanding
1257,1257,e-waste_I-149,e-waste,-0.018187575,0.266463616,I,Understand E-Waste,ProblemUnderstanding
1258,1258,e-waste_I-150,e-waste,-0.010343952,0.98848337,I,Understand E-Waste,ProblemUnderstanding
1259,1259,e-waste_I-151,e-waste,-0.022343421,-0.116089588,I,Understand E-Waste,ProblemUnderstanding
1260,1260,e-waste_I-152,e-waste,-0.020065218,0.093623101,I,Surprise Us,Random
1261,1261,e-waste_I-153,e-waste,-0.041430449,-1.873085303,I,Learn from Analogies,Analogies
1262,1262,e-waste_I-154,e-waste,-0.028641478,-0.695837198,I,Understand E-Waste,ProblemUnderstanding
1263,1263,e-waste_I-155,e-waste,-0.019945937,0.104603172,I,Understand E-Waste,ProblemUnderstanding
1264,1264,e-waste_I-156,e-waste,-0.001956393,1.760573474,I,Learn from Analogies,Analogies
